geohash,hour_of_day,day_of_week,weekend,num_orders
4nxfey,8,2,0,11
4nxfey,8,3,0,2
4nxfey,8,4,0,6
4nxfey,8,5,1,5
4nxfey,8,6,1,4
4nxfey,9,0,0,8
4nxfey,9,1,0,11
4nxfey,9,2,0,9
4nxfey,9,3,0,13
4nxfey,9,4,0,18
4nxfey,9,5,1,19
4nxfey,9,6,1,21
4nxfey,10,0,0,11
4nxfey,10,1,0,20
4nxfey,10,2,0,21
4nxfey,10,3,0,17
4nxfey,10,4,0,25
4nxfey,10,5,1,25
4nxfey,10,6,1,14
4nxfey,11,0,0,18
4nxfey,11,1,0,19
4nxfey,11,2,0,33
4nxfey,11,3,0,22
4nxfey,11,4,0,28
4nxfey,11,5,1,19
4nxfey,11,6,1,26
4nxfey,12,0,0,37
4nxfey,12,1,0,71
4nxfey,12,2,0,85
4nxfey,12,3,0,73
4nxfey,12,4,0,67
4nxfey,12,5,1,43
4nxfey,12,6,1,58
4nxfey,13,0,0,53
4nxfey,13,1,0,58
4nxfey,13,2,0,73
4nxfey,13,3,0,65
4nxfey,13,4,0,68
4nxfey,13,5,1,64
4nxfey,13,6,1,48
4nxfey,14,0,0,32
4nxfey,14,1,0,48
4nxfey,14,2,0,41
4nxfey,14,3,0,41
4nxfey,14,4,0,45
4nxfey,14,5,1,54
4nxfey,14,6,1,49
4nxfey,15,0,0,28
4nxfey,15,1,0,27
4nxfey,15,2,0,40
4nxfey,15,3,0,28
4nxfey,15,4,0,44
4nxfey,15,5,1,38
4nxfey,15,6,1,29
4nxfey,16,0,0,20
4nxfey,16,1,0,17
4nxfey,16,2,0,28
4nxfey,16,3,0,25
4nxfey,16,4,0,40
4nxfey,16,5,1,30
4nxfey,16,6,1,35
4nxfey,17,0,0,21
4nxfey,17,1,0,40
4nxfey,17,2,0,29
4nxfey,17,3,0,36
4nxfey,17,4,0,31
4nxfey,17,5,1,38
4nxfey,17,6,1,19
4nxfey,18,0,0,37
4nxfey,18,1,0,38
4nxfey,18,2,0,41
4nxfey,18,3,0,41
4nxfey,18,4,0,44
4nxfey,18,5,1,22
4nxfey,18,6,1,39
4nxfey,19,0,0,32
4nxfey,19,1,0,48
4nxfey,19,2,0,46
4nxfey,19,3,0,36
4nxfey,19,4,0,57
4nxfey,19,5,1,57
4nxfey,19,6,1,46
4nxfey,20,0,0,54
4nxfey,20,1,0,66
4nxfey,20,2,0,65
4nxfey,20,3,0,45
4nxfey,20,4,0,83
4nxfey,20,5,1,75
4nxfey,20,6,1,61
4nxfey,21,0,0,53
4nxfey,21,1,0,74
4nxfey,21,2,0,69
4nxfey,21,3,0,64
4nxfey,21,4,0,53
4nxfey,21,5,1,70
4nxfey,21,6,1,49
4nxfey,22,0,0,34
4nxfey,22,1,0,53
4nxfey,22,2,0,54
4nxfey,22,3,0,42
4nxfey,22,4,0,49
4nxfey,22,5,1,38
4nxfey,22,6,1,32
4nxfey,23,0,0,12
4nxfey,23,1,0,17
4nxfey,23,2,0,17
4nxfey,23,3,0,18
4nxfey,23,4,0,17
4nxfey,23,5,1,26
4nxfey,23,6,1,15
4nxfez,0,0,0,17
4nxfez,0,1,0,27
4nxfez,0,2,0,11
4nxfez,0,3,0,21
4nxfez,0,4,0,24
4nxfez,0,5,1,45
4nxfez,0,6,1,37
4nxfez,1,0,0,13
4nxfez,1,1,0,3
4nxfez,1,2,0,3
4nxfez,1,3,0,1
4nxfez,1,4,0,4
4nxfez,1,5,1,12
4nxfez,1,6,1,16
4nxfez,8,0,0,25
4nxfez,8,1,0,17
4nxfez,8,2,0,21
4nxfez,8,3,0,16
4nxfez,8,4,0,28
4nxfez,8,5,1,48
4nxfez,8,6,1,58
4nxfez,9,0,0,42
4nxfez,9,1,0,51
4nxfez,9,2,0,38
4nxfez,9,3,0,33
4nxfez,9,4,0,57
4nxfez,9,5,1,87
4nxfez,9,6,1,109
4nxfez,10,0,0,54
4nxfez,10,1,0,58
4nxfez,10,2,0,48
4nxfez,10,3,0,40
4nxfez,10,4,0,70
4nxfez,10,5,1,104
4nxfez,10,6,1,124
4nxfez,11,0,0,85
4nxfez,11,1,0,70
4nxfez,11,2,0,63
4nxfez,11,3,0,48
4nxfez,11,4,0,84
4nxfez,11,5,1,149
4nxfez,11,6,1,171
4nxfez,12,0,0,116
4nxfez,12,1,0,108
4nxfez,12,2,0,131
4nxfez,12,3,0,112
4nxfez,12,4,0,138
4nxfez,12,5,1,282
4nxfez,12,6,1,314
4nxfez,13,0,0,157
4nxfez,13,1,0,160
4nxfez,13,2,0,171
4nxfez,13,3,0,136
4nxfez,13,4,0,159
4nxfez,13,5,1,339
4nxfez,13,6,1,379
4nxfez,14,0,0,125
4nxfez,14,1,0,146
4nxfez,14,2,0,145
4nxfez,14,3,0,109
4nxfez,14,4,0,146
4nxfez,14,5,1,267
4nxfez,14,6,1,341
4nxfez,15,0,0,96
4nxfez,15,1,0,88
4nxfez,15,2,0,103
4nxfez,15,3,0,81
4nxfez,15,4,0,92
4nxfez,15,5,1,217
4nxfez,15,6,1,195
4nxfez,16,0,0,91
4nxfez,16,1,0,96
4nxfez,16,2,0,77
4nxfez,16,3,0,66
4nxfez,16,4,0,88
4nxfez,16,5,1,176
4nxfez,16,6,1,202
4nxfez,17,0,0,92
4nxfez,17,1,0,118
4nxfez,17,2,0,96
4nxfez,17,3,0,111
4nxfez,17,4,0,101
4nxfez,17,5,1,183
4nxfez,17,6,1,205
4nxfez,18,0,0,131
4nxfez,18,1,0,140
4nxfez,18,2,0,136
4nxfez,18,3,0,122
4nxfez,18,4,0,111
4nxfez,18,5,1,213
4nxfez,18,6,1,198
4nxfez,19,0,0,244
4nxfez,19,1,0,250
4nxfez,19,2,0,269
4nxfez,19,3,0,245
4nxfez,19,4,0,245
4nxfez,19,5,1,396
4nxfez,19,6,1,411
4nxfez,20,0,0,402
4nxfez,20,1,0,382
4nxfez,20,2,0,394
4nxfez,20,3,0,424
4nxfez,20,4,0,389
4nxfez,20,5,1,561
4nxfez,20,6,1,610
4nxfez,21,0,0,401
4nxfez,21,1,0,465
4nxfez,21,2,0,392
4nxfez,21,3,0,462
4nxfez,21,4,0,441
4nxfez,21,5,1,473
4nxfez,21,6,1,499
4nxfez,22,0,0,270
4nxfez,22,1,0,325
4nxfez,22,2,0,286
4nxfez,22,3,0,318
4nxfez,22,4,0,375
4nxfez,22,5,1,361
4nxfez,22,6,1,312
4nxfez,23,0,0,111
4nxfez,23,1,0,117
4nxfez,23,2,0,126
4nxfez,23,3,0,123
4nxfez,23,4,0,162
4nxfez,23,5,1,164
4nxfez,23,6,1,129
4nxff0,9,0,0,2
4nxff0,9,1,0,1
4nxff0,9,2,0,1
4nxff0,9,5,1,3
4nxff0,9,6,1,1
4nxff0,10,0,0,3
4nxff0,10,1,0,2
4nxff0,10,2,0,3
4nxff0,10,3,0,2
4nxff0,10,4,0,1
4nxff0,10,5,1,6
4nxff0,10,6,1,11
4nxff0,11,0,0,5
4nxff0,11,1,0,8
4nxff0,11,2,0,2
4nxff0,11,3,0,3
4nxff0,11,4,0,3
4nxff0,11,6,1,4
4nxff0,12,0,0,11
4nxff0,12,1,0,13
4nxff0,12,2,0,6
4nxff0,12,3,0,8
4nxff0,12,4,0,8
4nxff0,12,5,1,17
4nxff0,12,6,1,15
4nxff0,13,0,0,14
4nxff0,13,1,0,15
4nxff0,13,2,0,15
4nxff0,13,3,0,15
4nxff0,13,4,0,20
4nxff0,13,5,1,22
4nxff0,13,6,1,26
4nxff0,14,0,0,9
4nxff0,14,1,0,15
4nxff0,14,2,0,12
4nxff0,14,3,0,4
4nxff0,14,4,0,16
4nxff0,14,5,1,11
4nxff0,14,6,1,20
4nxff0,15,0,0,5
4nxff0,15,1,0,8
4nxff0,15,2,0,11
4nxff0,15,3,0,6
4nxff0,15,4,0,8
4nxff0,15,5,1,13
4nxff0,15,6,1,18
4nxff0,16,0,0,10
4nxff0,16,1,0,11
4nxff0,16,2,0,6
4nxff0,16,3,0,12
4nxff0,16,4,0,6
4nxff0,16,5,1,19
4nxff0,16,6,1,12
4nxff0,17,0,0,7
4nxff0,17,1,0,11
4nxff0,17,2,0,9
4nxff0,17,3,0,12
4nxff0,17,4,0,6
4nxff0,17,5,1,7
4nxff0,17,6,1,8
4nxff0,18,0,0,17
4nxff0,18,1,0,6
4nxff0,18,2,0,6
4nxff0,18,3,0,7
4nxff0,18,4,0,5
4nxff0,18,5,1,19
4nxff0,18,6,1,18
4nxff0,19,0,0,15
4nxff0,19,1,0,15
4nxff0,19,2,0,11
4nxff0,19,3,0,14
4nxff0,19,4,0,12
4nxff0,19,5,1,13
4nxff0,19,6,1,35
4nxff0,20,0,0,16
4nxff0,20,1,0,21
4nxff0,20,2,0,17
4nxff0,20,3,0,18
4nxff0,20,4,0,18
4nxff0,20,5,1,36
4nxff0,20,6,1,42
4nxff0,21,0,0,27
4nxff0,21,1,0,21
4nxff0,21,2,0,13
4nxff0,21,3,0,24
4nxff0,21,4,0,23
4nxff0,21,5,1,43
4nxff0,21,6,1,29
4nxff0,22,0,0,15
4nxff0,22,1,0,13
4nxff0,22,2,0,18
4nxff0,22,3,0,12
4nxff0,22,4,0,18
4nxff0,22,5,1,18
4nxff0,22,6,1,19
4nxff0,23,0,0,6
4nxff0,23,1,0,1
4nxff0,23,2,0,3
4nxff0,23,3,0,4
4nxff0,23,4,0,2
4nxff0,23,5,1,3
4nxff0,23,6,1,7
4nxff1,9,0,0,4
4nxff1,9,1,0,2
4nxff1,9,2,0,6
4nxff1,9,3,0,3
4nxff1,9,4,0,6
4nxff1,9,5,1,9
4nxff1,9,6,1,5
4nxff1,10,0,0,5
4nxff1,10,1,0,2
4nxff1,10,2,0,4
4nxff1,10,3,0,5
4nxff1,10,4,0,6
4nxff1,10,5,1,8
4nxff1,10,6,1,12
4nxff1,11,0,0,8
4nxff1,11,1,0,4
4nxff1,11,2,0,11
4nxff1,11,3,0,5
4nxff1,11,4,0,14
4nxff1,11,5,1,18
4nxff1,11,6,1,7
4nxff1,12,0,0,20
4nxff1,12,1,0,24
4nxff1,12,2,0,28
4nxff1,12,3,0,27
4nxff1,12,4,0,21
4nxff1,12,5,1,42
4nxff1,12,6,1,31
4nxff1,13,0,0,20
4nxff1,13,1,0,28
4nxff1,13,2,0,20
4nxff1,13,3,0,21
4nxff1,13,4,0,27
4nxff1,13,5,1,44
4nxff1,13,6,1,36
4nxff1,14,0,0,19
4nxff1,14,1,0,15
4nxff1,14,2,0,17
4nxff1,14,3,0,18
4nxff1,14,4,0,22
4nxff1,14,5,1,20
4nxff1,14,6,1,24
4nxff1,15,0,0,8
4nxff1,15,1,0,15
4nxff1,15,2,0,8
4nxff1,15,3,0,12
4nxff1,15,4,0,13
4nxff1,15,5,1,12
4nxff1,15,6,1,21
4nxff1,16,0,0,10
4nxff1,16,1,0,14
4nxff1,16,2,0,14
4nxff1,16,3,0,6
4nxff1,16,4,0,16
4nxff1,16,5,1,14
4nxff1,16,6,1,30
4nxff1,17,0,0,14
4nxff1,17,1,0,8
4nxff1,17,2,0,15
4nxff1,17,3,0,11
4nxff1,17,4,0,12
4nxff1,17,5,1,7
4nxff1,17,6,1,22
4nxff1,18,0,0,8
4nxff1,18,1,0,13
4nxff1,18,2,0,10
4nxff1,18,3,0,11
4nxff1,18,4,0,7
4nxff1,18,5,1,19
4nxff1,18,6,1,25
4nxff1,19,0,0,29
4nxff1,19,1,0,13
4nxff1,19,2,0,18
4nxff1,19,3,0,17
4nxff1,19,4,0,22
4nxff1,19,5,1,40
4nxff1,19,6,1,56
4nxff1,20,0,0,24
4nxff1,20,1,0,28
4nxff1,20,2,0,36
4nxff1,20,3,0,27
4nxff1,20,4,0,30
4nxff1,20,5,1,51
4nxff1,20,6,1,65
4nxff1,21,0,0,29
4nxff1,21,1,0,33
4nxff1,21,2,0,32
4nxff1,21,3,0,39
4nxff1,21,4,0,39
4nxff1,21,5,1,39
4nxff1,21,6,1,52
4nxff1,22,0,0,24
4nxff1,22,1,0,23
4nxff1,22,2,0,28
4nxff1,22,3,0,25
4nxff1,22,4,0,27
4nxff1,22,5,1,28
4nxff1,22,6,1,28
4nxff1,23,0,0,10
4nxff1,23,1,0,2
4nxff1,23,2,0,9
4nxff1,23,3,0,8
4nxff1,23,4,0,11
4nxff1,23,5,1,15
4nxff1,23,6,1,8
4nxff2,9,0,0,3
4nxff2,9,1,0,1
4nxff2,9,4,0,2
4nxff2,9,5,1,2
4nxff2,9,6,1,4
4nxff2,10,0,0,6
4nxff2,10,1,0,1
4nxff2,10,2,0,2
4nxff2,10,3,0,7
4nxff2,10,4,0,1
4nxff2,10,5,1,7
4nxff2,10,6,1,4
4nxff2,11,0,0,5
4nxff2,11,1,0,14
4nxff2,11,2,0,8
4nxff2,11,3,0,14
4nxff2,11,4,0,10
4nxff2,11,5,1,18
4nxff2,11,6,1,4
4nxff2,12,0,0,23
4nxff2,12,1,0,36
4nxff2,12,2,0,28
4nxff2,12,3,0,29
4nxff2,12,4,0,21
4nxff2,12,5,1,22
4nxff2,12,6,1,25
4nxff2,13,0,0,25
4nxff2,13,1,0,24
4nxff2,13,2,0,26
4nxff2,13,3,0,25
4nxff2,13,4,0,23
4nxff2,13,5,1,38
4nxff2,13,6,1,33
4nxff2,14,0,0,27
4nxff2,14,1,0,25
4nxff2,14,2,0,23
4nxff2,14,3,0,27
4nxff2,14,4,0,36
4nxff2,14,5,1,20
4nxff2,14,6,1,19
4nxff2,15,0,0,21
4nxff2,15,1,0,21
4nxff2,15,2,0,24
4nxff2,15,3,0,15
4nxff2,15,4,0,14
4nxff2,15,5,1,17
4nxff2,15,6,1,24
4nxff2,16,0,0,21
4nxff2,16,1,0,15
4nxff2,16,2,0,17
4nxff2,16,3,0,18
4nxff2,16,4,0,14
4nxff2,16,5,1,22
4nxff2,16,6,1,22
4nxff2,17,0,0,13
4nxff2,17,1,0,7
4nxff2,17,2,0,14
4nxff2,17,3,0,14
4nxff2,17,4,0,9
4nxff2,17,5,1,8
4nxff2,17,6,1,17
4nxff2,18,0,0,5
4nxff2,18,1,0,12
4nxff2,18,2,0,11
4nxff2,18,3,0,18
4nxff2,18,4,0,11
4nxff2,18,5,1,13
4nxff2,18,6,1,28
4nxff2,19,0,0,20
4nxff2,19,1,0,15
4nxff2,19,2,0,20
4nxff2,19,3,0,20
4nxff2,19,4,0,29
4nxff2,19,5,1,27
4nxff2,19,6,1,42
4nxff2,20,0,0,31
4nxff2,20,1,0,26
4nxff2,20,2,0,22
4nxff2,20,3,0,26
4nxff2,20,4,0,28
4nxff2,20,5,1,45
4nxff2,20,6,1,48
4nxff2,21,0,0,31
4nxff2,21,1,0,24
4nxff2,21,2,0,26
4nxff2,21,3,0,27
4nxff2,21,4,0,32
4nxff2,21,5,1,52
4nxff2,21,6,1,46
4nxff2,22,0,0,16
4nxff2,22,1,0,30
4nxff2,22,2,0,20
4nxff2,22,3,0,26
4nxff2,22,4,0,26
4nxff2,22,5,1,36
4nxff2,22,6,1,25
4nxff2,23,0,0,7
4nxff2,23,1,0,8
4nxff2,23,2,0,7
4nxff2,23,3,0,2
4nxff2,23,4,0,3
4nxff2,23,5,1,11
4nxff2,23,6,1,6
4nxff3,9,0,0,1
4nxff3,9,1,0,2
4nxff3,9,3,0,1
4nxff3,9,4,0,3
4nxff3,9,5,1,1
4nxff3,9,6,1,9
4nxff3,10,0,0,1
4nxff3,10,1,0,7
4nxff3,10,2,0,2
4nxff3,10,3,0,5
4nxff3,10,4,0,3
4nxff3,10,5,1,1
4nxff3,10,6,1,15
4nxff3,11,0,0,11
4nxff3,11,1,0,10
4nxff3,11,2,0,6
4nxff3,11,3,0,3
4nxff3,11,5,1,3
4nxff3,11,6,1,7
4nxff3,12,0,0,12
4nxff3,12,1,0,11
4nxff3,12,2,0,9
4nxff3,12,3,0,14
4nxff3,12,4,0,12
4nxff3,12,5,1,11
4nxff3,12,6,1,23
4nxff3,13,0,0,11
4nxff3,13,1,0,15
4nxff3,13,2,0,12
4nxff3,13,3,0,14
4nxff3,13,4,0,14
4nxff3,13,5,1,22
4nxff3,13,6,1,24
4nxff3,14,0,0,12
4nxff3,14,1,0,16
4nxff3,14,2,0,13
4nxff3,14,3,0,10
4nxff3,14,4,0,10
4nxff3,14,5,1,19
4nxff3,14,6,1,24
4nxff3,15,0,0,5
4nxff3,15,1,0,15
4nxff3,15,2,0,8
4nxff3,15,3,0,6
4nxff3,15,4,0,6
4nxff3,15,5,1,17
4nxff3,15,6,1,17
4nxff3,16,0,0,12
4nxff3,16,1,0,7
4nxff3,16,2,0,5
4nxff3,16,3,0,9
4nxff3,16,4,0,9
4nxff3,16,5,1,17
4nxff3,16,6,1,19
4nxff3,17,0,0,8
4nxff3,17,1,0,9
4nxff3,17,2,0,11
4nxff3,17,3,0,8
4nxff3,17,4,0,13
4nxff3,17,5,1,6
4nxff3,17,6,1,17
4nxff3,18,0,0,13
4nxff3,18,1,0,11
4nxff3,18,2,0,6
4nxff3,18,3,0,11
4nxff3,18,4,0,15
4nxff3,18,5,1,18
4nxff3,18,6,1,14
4nxff3,19,0,0,13
4nxff3,19,1,0,15
4nxff3,19,2,0,20
4nxff3,19,3,0,11
4nxff3,19,4,0,18
4nxff3,19,5,1,27
4nxff3,19,6,1,36
4nxff3,20,0,0,16
4nxff3,20,1,0,22
4nxff3,20,2,0,18
4nxff3,20,3,0,19
4nxff3,20,4,0,30
4nxff3,20,5,1,34
4nxff3,20,6,1,43
4nxff3,21,0,0,20
4nxff3,21,1,0,20
4nxff3,21,2,0,26
4nxff3,21,3,0,17
4nxff3,21,4,0,21
4nxff3,21,5,1,26
4nxff3,21,6,1,30
4nxff3,22,0,0,7
4nxff3,22,1,0,17
4nxff3,22,2,0,22
4nxff3,22,3,0,20
4nxff3,22,4,0,16
4nxff3,22,5,1,22
4nxff3,22,6,1,13
4nxff3,23,0,0,11
4nxff3,23,1,0,7
4nxff3,23,2,0,2
4nxff3,23,3,0,3
4nxff3,23,4,0,3
4nxff3,23,5,1,11
4nxff3,23,6,1,2
4nxff4,9,0,0,4
4nxff4,9,1,0,2
4nxff4,9,2,0,2
4nxff4,9,3,0,5
4nxff4,9,4,0,4
4nxff4,9,5,1,9
4nxff4,9,6,1,12
4nxff4,10,0,0,7
4nxff4,10,1,0,5
4nxff4,10,2,0,4
4nxff4,10,3,0,13
4nxff4,10,4,0,5
4nxff4,10,5,1,8
4nxff4,10,6,1,10
4nxff4,11,0,0,12
4nxff4,11,1,0,17
4nxff4,11,2,0,6
4nxff4,11,3,0,10
4nxff4,11,4,0,14
4nxff4,11,5,1,10
4nxff4,11,6,1,19
4nxff4,12,0,0,24
4nxff4,12,1,0,11
4nxff4,12,2,0,10
4nxff4,12,3,0,14
4nxff4,12,4,0,11
4nxff4,12,5,1,21
4nxff4,12,6,1,25
4nxff4,13,0,0,17
4nxff4,13,1,0,12
4nxff4,13,2,0,9
4nxff4,13,3,0,11
4nxff4,13,4,0,14
4nxff4,13,5,1,27
4nxff4,13,6,1,34
4nxff4,14,0,0,12
4nxff4,14,1,0,9
4nxff4,14,2,0,5
4nxff4,14,3,0,9
4nxff4,14,4,0,13
4nxff4,14,5,1,12
4nxff4,14,6,1,23
4nxff4,15,0,0,10
4nxff4,15,1,0,10
4nxff4,15,2,0,12
4nxff4,15,3,0,8
4nxff4,15,4,0,21
4nxff4,15,5,1,15
4nxff4,15,6,1,23
4nxff4,16,0,0,11
4nxff4,16,1,0,9
4nxff4,16,2,0,8
4nxff4,16,3,0,16
4nxff4,16,4,0,9
4nxff4,16,5,1,20
4nxff4,16,6,1,24
4nxff4,17,0,0,14
4nxff4,17,1,0,14
4nxff4,17,2,0,8
4nxff4,17,3,0,21
4nxff4,17,4,0,20
4nxff4,17,5,1,21
4nxff4,17,6,1,24
4nxff4,18,0,0,12
4nxff4,18,1,0,16
4nxff4,18,2,0,9
4nxff4,18,3,0,13
4nxff4,18,4,0,11
4nxff4,18,5,1,26
4nxff4,18,6,1,26
4nxff4,19,0,0,20
4nxff4,19,1,0,19
4nxff4,19,2,0,20
4nxff4,19,3,0,25
4nxff4,19,4,0,28
4nxff4,19,5,1,50
4nxff4,19,6,1,42
4nxff4,20,0,0,33
4nxff4,20,1,0,29
4nxff4,20,2,0,19
4nxff4,20,3,0,31
4nxff4,20,4,0,46
4nxff4,20,5,1,36
4nxff4,20,6,1,36
4nxff4,21,0,0,28
4nxff4,21,1,0,21
4nxff4,21,2,0,24
4nxff4,21,3,0,19
4nxff4,21,4,0,28
4nxff4,21,5,1,33
4nxff4,21,6,1,38
4nxff4,22,0,0,20
4nxff4,22,1,0,31
4nxff4,22,2,0,21
4nxff4,22,3,0,26
4nxff4,22,4,0,28
4nxff4,22,5,1,24
4nxff4,22,6,1,21
4nxff4,23,0,0,4
4nxff4,23,1,0,5
4nxff4,23,2,0,12
4nxff4,23,3,0,4
4nxff4,23,4,0,9
4nxff4,23,5,1,6
4nxff4,23,6,1,4
4nxff6,9,0,0,1
4nxff6,9,1,0,2
4nxff6,9,3,0,3
4nxff6,9,4,0,1
4nxff6,9,5,1,1
4nxff6,9,6,1,8
4nxff6,10,1,0,1
4nxff6,10,2,0,1
4nxff6,10,4,0,1
4nxff6,10,5,1,1
4nxff6,10,6,1,1
4nxff6,11,0,0,5
4nxff6,11,1,0,6
4nxff6,11,3,0,1
4nxff6,11,4,0,1
4nxff6,11,5,1,11
4nxff6,11,6,1,2
4nxff6,12,0,0,1
4nxff6,12,1,0,5
4nxff6,12,2,0,6
4nxff6,12,3,0,7
4nxff6,12,4,0,6
4nxff6,12,5,1,18
4nxff6,12,6,1,21
4nxff6,13,0,0,9
4nxff6,13,1,0,12
4nxff6,13,2,0,3
4nxff6,13,3,0,10
4nxff6,13,4,0,10
4nxff6,13,5,1,15
4nxff6,13,6,1,10
4nxff6,14,0,0,5
4nxff6,14,1,0,9
4nxff6,14,2,0,5
4nxff6,14,3,0,5
4nxff6,14,4,0,8
4nxff6,14,5,1,9
4nxff6,14,6,1,13
4nxff6,15,0,0,14
4nxff6,15,1,0,4
4nxff6,15,2,0,3
4nxff6,15,3,0,3
4nxff6,15,4,0,5
4nxff6,15,5,1,11
4nxff6,15,6,1,9
4nxff6,16,0,0,6
4nxff6,16,1,0,3
4nxff6,16,2,0,11
4nxff6,16,3,0,6
4nxff6,16,4,0,2
4nxff6,16,5,1,5
4nxff6,16,6,1,4
4nxff6,17,0,0,2
4nxff6,17,1,0,5
4nxff6,17,2,0,5
4nxff6,17,3,0,3
4nxff6,17,4,0,6
4nxff6,17,5,1,1
4nxff6,17,6,1,7
4nxff6,18,0,0,6
4nxff6,18,1,0,4
4nxff6,18,2,0,8
4nxff6,18,3,0,5
4nxff6,18,4,0,6
4nxff6,18,5,1,5
4nxff6,18,6,1,10
4nxff6,19,0,0,17
4nxff6,19,1,0,6
4nxff6,19,2,0,8
4nxff6,19,3,0,14
4nxff6,19,4,0,12
4nxff6,19,5,1,13
4nxff6,19,6,1,15
4nxff6,20,0,0,25
4nxff6,20,1,0,22
4nxff6,20,2,0,9
4nxff6,20,3,0,17
4nxff6,20,4,0,21
4nxff6,20,5,1,21
4nxff6,20,6,1,21
4nxff6,21,0,0,19
4nxff6,21,1,0,12
4nxff6,21,2,0,10
4nxff6,21,3,0,14
4nxff6,21,4,0,18
4nxff6,21,5,1,16
4nxff6,21,6,1,18
4nxff6,22,0,0,13
4nxff6,22,1,0,16
4nxff6,22,2,0,11
4nxff6,22,3,0,5
4nxff6,22,4,0,8
4nxff6,22,5,1,20
4nxff6,22,6,1,9
4nxff6,23,1,0,3
4nxff6,23,2,0,4
4nxff6,23,3,0,1
4nxff6,23,4,0,4
4nxff6,23,5,1,2
4nxff6,23,6,1,4
4nxff8,9,0,0,1
4nxff8,9,1,0,1
4nxff8,9,2,0,1
4nxff8,9,3,0,2
4nxff8,9,4,0,4
4nxff8,9,5,1,10
4nxff8,9,6,1,8
4nxff8,10,0,0,5
4nxff8,10,1,0,5
4nxff8,10,2,0,3
4nxff8,10,3,0,3
4nxff8,10,5,1,3
4nxff8,10,6,1,10
4nxff8,11,0,0,6
4nxff8,11,1,0,7
4nxff8,11,2,0,8
4nxff8,11,3,0,4
4nxff8,11,4,0,4
4nxff8,11,5,1,8
4nxff8,11,6,1,10
4nxff8,12,0,0,15
4nxff8,12,1,0,16
4nxff8,12,2,0,21
4nxff8,12,3,0,15
4nxff8,12,4,0,9
4nxff8,12,5,1,11
4nxff8,12,6,1,20
4nxff8,13,0,0,26
4nxff8,13,1,0,13
4nxff8,13,2,0,12
4nxff8,13,3,0,17
4nxff8,13,4,0,19
4nxff8,13,5,1,16
4nxff8,13,6,1,23
4nxff8,14,0,0,20
4nxff8,14,1,0,10
4nxff8,14,2,0,12
4nxff8,14,3,0,12
4nxff8,14,4,0,14
4nxff8,14,5,1,24
4nxff8,14,6,1,19
4nxff8,15,0,0,7
4nxff8,15,1,0,2
4nxff8,15,2,0,6
4nxff8,15,3,0,7
4nxff8,15,4,0,7
4nxff8,15,5,1,10
4nxff8,15,6,1,19
4nxff8,16,0,0,9
4nxff8,16,1,0,6
4nxff8,16,2,0,12
4nxff8,16,3,0,13
4nxff8,16,4,0,7
4nxff8,16,5,1,10
4nxff8,16,6,1,19
4nxff8,17,0,0,5
4nxff8,17,1,0,7
4nxff8,17,2,0,1
4nxff8,17,3,0,5
4nxff8,17,4,0,5
4nxff8,17,5,1,5
4nxff8,17,6,1,10
4nxff8,18,0,0,6
4nxff8,18,1,0,5
4nxff8,18,2,0,10
4nxff8,18,3,0,5
4nxff8,18,4,0,7
4nxff8,18,5,1,24
4nxff8,18,6,1,12
4nxff8,19,0,0,12
4nxff8,19,1,0,28
4nxff8,19,2,0,19
4nxff8,19,3,0,11
4nxff8,19,4,0,27
4nxff8,19,5,1,31
4nxff8,19,6,1,30
4nxff8,20,0,0,31
4nxff8,20,1,0,21
4nxff8,20,2,0,26
4nxff8,20,3,0,36
4nxff8,20,4,0,24
4nxff8,20,5,1,38
4nxff8,20,6,1,41
4nxff8,21,0,0,15
4nxff8,21,1,0,24
4nxff8,21,2,0,33
4nxff8,21,3,0,25
4nxff8,21,4,0,37
4nxff8,21,5,1,39
4nxff8,21,6,1,35
4nxff8,22,0,0,17
4nxff8,22,1,0,21
4nxff8,22,2,0,27
4nxff8,22,3,0,21
4nxff8,22,4,0,24
4nxff8,22,5,1,24
4nxff8,22,6,1,19
4nxff8,23,0,0,7
4nxff8,23,1,0,1
4nxff8,23,2,0,5
4nxff8,23,3,0,4
4nxff8,23,4,0,6
4nxff8,23,5,1,8
4nxff8,23,6,1,2
4nxff9,11,5,1,1
4nxff9,12,4,0,1
4nxff9,13,4,0,1
4nxff9,13,5,1,1
4nxff9,14,0,0,1
4nxff9,15,6,1,1
4nxff9,16,2,0,1
4nxff9,16,5,1,1
4nxff9,16,6,1,2
4nxff9,17,3,0,3
4nxff9,18,0,0,1
4nxff9,18,4,0,1
4nxff9,18,6,1,1
4nxff9,19,2,0,1
4nxff9,19,3,0,1
4nxff9,19,5,1,1
4nxff9,19,6,1,1
4nxff9,20,4,0,1
4nxff9,20,5,1,2
4nxff9,20,6,1,2
4nxff9,21,1,0,1
4nxff9,21,5,1,2
4nxff9,21,6,1,3
4nxff9,22,4,0,2
4nxff9,22,6,1,1
4nxff9,23,5,1,1
4nxff9,23,6,1,1
4nxffb,9,0,0,1
4nxffb,9,2,0,2
4nxffb,9,5,1,1
4nxffb,10,0,0,2
4nxffb,10,1,0,2
4nxffb,10,2,0,1
4nxffb,10,3,0,1
4nxffb,10,6,1,1
4nxffb,11,0,0,3
4nxffb,11,1,0,3
4nxffb,11,2,0,1
4nxffb,11,3,0,5
4nxffb,11,4,0,4
